"","Log","Cluster"
"264","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/IhkSBBXB",2
"265","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/VZCZlbNy",2
"266","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/wTWcCt14",2
"267","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/TygaWxv0",2
"268","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/c6nALp8D",2
"269","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/IO126cYb",2
"270","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/rRIvURmm",2
"271","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/9GdX2fDV",2
"272","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/ySpex2aU",2
"273","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/9VJjAJi8",2
"274","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/043rkVqv",2
"275","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/YQfToAhI",2
"276","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/ZAX7jzfU",2
"277","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/fgC681Hg",2
"278","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/pYhpIqzr",2
"279","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/FF2e6DYw",2
"280","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/LVYRTpCA",2
"281","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/H9z3BqwB",2
"282","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/IkRvOAK3",2
"283","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/hPZRbBnd",2
"284","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/5Eojb5Tm",2
"285","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/TaHdTIhK",2
"286","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/c6KbLWJl",2
"287","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/EI5QeL2K",2
"288","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/RbLsTBZD",2
"289","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/KmOttacN",2
"290","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/rt9DkrA0",2
"291","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/t1BN1yRm",2
"292","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/SWyfblZx",2
"293","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/QR0K7BxK",2
"294","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/D3oKueoe",2
"295","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/xLq1lv1U",2
"296","New Orleans Saints hold off Dallas Cowboys' late rally for OT win #NFL #FantasyFootball http://t.co/9rqPL6jz",6
"297","Redskins vs. Cowboys for the NFC East title: Did you imagine this in your wildest dreams? http://t.co/dzcyn4f5",2
"298","@Rachel__Nichols now I have to be sick on Monday! Hail to the Redskins! How was Baltimore game?",6
"299","Your damn right I'm rocking the redskins gear today! #HTTR",7
"300","Cowboys-Redskins moved to Sunday night via @SportsCenter Feed App http://t.co/h06bpU9F",10
"301","RT @WashingtonR56: Cowboys-Redskins off to prime time - ESPN - http://t.co/K5xpkksn",8
"302","“@MrBanker12: Smh my mama turned my niece into a Redskins fan” 😭 Nooooo",6
"303","@Redskins our Defense is stepping up! Good job guys!",6
"304","RT @NBA_RaptorsFans: YOUR Monday Morning Blog talks NFL and Toronto Raptors YwqLuyK5 CalvinJohnson BigBen RGIII #Cincinnati............  ...",6
"305","@thechezziadamt ahaaaa how could support the redskins?! Glory supporter ;) eagles will sort it next year ;)",6
"306","The Redskins v Cowboys game has been flexed to next Sunday night.",10
"307","DJ Kay Gee from Naughty by Nature and RG3 of the Washington Redskins-Same Person  http://t.co/N4CFEm4p",6
"308","ICYMI: #Redskins vs #Cowboys has been flexed to Sunday night. Winner will be NFC East champion.",10
"309","SAD Shit fam RT @YR_OBIN1 “@MrBanker12: Smh my mama turned my niece into a Redskins fan” 😭 Nooooo",6
"310","RG3 leads Redskins over Eagles 27-20 http://t.co/3naBkaGC",6
"311","NFL: Dallas Cowboys' loss to New Orleans Saints proves meaningless http://t.co/GHjAMY4s",6
"312","@PFF_Sam Eagles still played hard and had nothing to lose. Great win. Time to get ready for #dallass #cowboys. #HTTR #Redskins",7
"313","NFL flexes Dallas Cowboys-Washington Redskins game http://t.co/jfmySZKM #dallascowboys",6
"314",".@Rachel__Nichols reports #Cowboys #Redskins game flexed to Sunday Night Football. Winner takes the division, NBC takes lots of ad money.",10
"315","Sunday's NFL Capsules http://t.co/bF4JRlzO #redskins #skins",6
"316","Riddell Dallas Cowboys... http://t.co/463UoLU8",6
"317","@TheShannonBurke @shiftySBS im hearing that the redskins have 2 bump up security due2 threats of physical harm to RGIII from Jerry Jones j/k",6
"318","RT @ChrisBurke_SI: Redskins, Cowboys, Vikings: Win and in. Bears: Win plus MIN loss. Giants: Win plus DAL, CHI, MIN losses. Everything e ...",6
"319","Redskins and cowboys next Sunday night.  That will be the  most nervous I have been about a skins game in a while #HTTR",10
"320","My Boyzz.#Redskins http://t.co/X7cxmrdG",6
"321","New post: Bell: Redskins continue to feed off pre-playoff pressure http://t.co/hIeiJ8Nc",6
"322","Drive of the Game: End of half hurt Cowboys - ESPN (blog) http://t.co/tasbiplo #NFL #DallasCowboys",6
"323","It's a great day! @Redskins 

Thanks for making it safe to go to work on Mondays.",6
"324","So if @dallascowboys wins next week, we win the division!!!!! Lets go boys #CowboysNation",1
"325","@washingtonpost -WAS HE AN NFL REDSKINS FAN?",6
"326","NFL playoff picture: Redskins in carry out with win, Cowboys detriment – SB Nation DC: Today, we got the great h... http://t.co/6NQc6dsF",6
"327","On our way back from McLean...there was a Redskins mansion party!  How we party from 12 midnite till 715am? It's was fun af though!",6
"328","@MackB73 NFL Network said last night that they don't see how the cowboys could win on Sunday night.  You believe that bullish!t?",10
"329","Philly Sports: Eagles fall short against RGIII, Redskins http://t.co/hiWHyP1L",6
"330","Philly Sports: Eagles By the Numbers - 25 Red-zone efficiency percentage for the Eagles (1 for 4). The Redskins were... http://t.co/6pcQDKUv",6
"331","Cowboys vs. Redskins Line at Washington -3.5 for Week 17 - A critical Week 17 game has the Cowboys vs. Redskins line... http://t.co/earz1zV1",1
"332","Week 17 games worth watching... IN1N6IZ4 NFL #Redskins http://t.co/tua0g0Vu",6
"333","@ochocinco Redskins or Cowboys for Week 17 SNF and the NFC East title?",2
"334","@Tomzors bears are on sky nxt week at 6, Vikings at 9, redskins at 1.20. It's on baby!!",6
"335","Saints hold off Cowboys rally for 34-31 OT win (The Associated Press) http://t.co/hqRzJzDi #nfl",6
"336","RG3 leads Redskins over Eagles 27-20 (The Associated Press) http://t.co/AqkRiGwd #nfl",6
"337","@BryanBroaddus NFL Network said last night that they don't see how the cowboys could win on Sunday night. I don't get it",10
"338","@thagr8_blonde lol we go beat y'all sorry ass Redskins next Sunday!",1
"339","GIF: London Fletcher Puking, A Parrot Whistling ‘Hail To The Redskins’ & DeSean Jackson Rap Battle http://t.co/Ywuz0Gvd",6
"340","- merry Christmas - Happy Holidays - NFL playoff picture - Dallas Cowboys - Russell Wilson - Sound of Music - Bruno…",4
"341","@TheAntiM: @pricklygirl Awww... you're so cute with your Ravens and your Nationals and all that stuff.// Don't forget...Redskins, too :)",3
"342","Cowboys-Redskins off to prime time!  @Fosho214  http://t.co/5ELdsC0a",8
"343","678 Receptions, 9,693 Yards & 64 TD. Santana Moss is having a decent career. #Redskins http://t.co/XViYXajd",6
"344","Never been a #Redskins fan but got my seat on the RGIII bus.",6
"345","NFL Gives Prime Time Schedule To Dallas Cowboys-Washington Redskins Game  #news #marketing #fb http://t.co/9DxzQFGN",6
"346","RG3 returns, Redskins top Eagles to keep NFC East title in sight - Washington Times http://t.co/hzl9sbNG",6
"347","I hate pittsburg :( @Ryan_Ponder_18 only game to let me down :( I called vikes, seahawks, ravens, colts, redskins, saints and panthers :(",3
"348","Weekend Sports In Brief: CSNWashington » CLEVELAND (AP)  The Indians' pitch to bring Nick Swisher... http://t.co/TaLPovnF #nfl #redskins",6
"349","Weekend Sports In Brief: CSNWashington » CLEVELAND (AP)  The Indians' pitch to bring Nick Swisher... http://t.co/oaFQt08U #nfl #redskins",6
"350","NFL | Redskins 27, Eagles 20: Division title in reach http://t.co/Dm4xBJQ2",6
"351","@Carlsonsports As long time (since '83, mostly head in hands) #Redskins fan, looking 4ward 2next wk! Then possibly hosting Seahawks/49ers!",6
"352","#TwitNewsNow New Orleans Saints vs. Dallas Cowboys recap: Did you see? http://t.co/rJyCFbMk #NFL",6
"353","#TwitNewsNow Saints hold off Dallas comeback, but playoff hopes end despite 34-31 overtime win http://t.co/BrSF87nH #NFL",6
"354","""Someone"" not liking results of NFL game? RT @QuakeReports earthquake: M 2.6, Seattle-Tacoma urban area, Washington http://t.co/QBDj5YlE",6
"355","@AbstraktAsshole and my niece snoring... Please excuse the Redskins blanket though. Mama meant to get her a http://t.co/NwOqsQ2U",6
"356","My Redskins Bouda PUNISH Dallas Next Week !!!",1
"357","NBC Sports - ProFootballTalk: 
Cowboys-Redskins flexed to Sunday Night Football in Week 17 http://t.co/FnteqyLD",10
"358","RT @recordsANDradio: 678 Receptions, 9,693 Yards & 64 TD. Santana Moss is having a decent career. #Redskins http://t.co/XViYXajd",6
"359","#TwitNewsNow Griffin leads 'Skins to win http://t.co/yvXzXdv6 #NFL",6
"360","@JimmyJohnson good morning jimmy who do you think will prevail Cowboys or Redskins?",6
"361","Washington Redskins One Win from NFC East Title—Bring on the Cowboys http://t.co/YrITQTFM",6
"362","Washington Redskins Cheerleaders - (Pt. 1) Beauties on the Beach 2009 http://t.co/36XinBRd",6
"363","@CowboyJeffSucks Redskins - Cowboys for the NFC East next Sunday night.... Who could have predicted that 6 weeks ago?",10
"364","#Redskins vs. Eagles: Washington’s defense stands tall to lock up win http://t.co/U8akNlzT",6
"365","@wildwill316 everybodyyy a redskins fan now, smh.",6
"366","“@ESPNNFL: BREAKING: Cowboys at Redskins flexed to Sunday Night Football on NBC - 820pm ET” @zam8",10
"367","@AllyJenkinsDC your game is Sunday night. I'll cheer for the redskins. :-)",10
"368","#Goodnews.  If @Giants win next week, and @redskins win, @Greenbay wins, and @Bears lose, the @Giants make the playoffs.  #stillachance",1
"369","@MauriceBenardMB Redskins/Eagles game.  Great ending.",6
"370","RT @RedskinsRich: By the way, I'm ready as all hell to give away a Redskins jersey once we clinch next week! Don't think I'd forget!",1
"371","NFL Gives Prime Time Schedule To Dallas Cowboys-Washington Redskins Game: The game of the Dallas Cowboys against... http://t.co/6j58xpH1",6
"372","Cowboys-Redskins flexed to Sunday Night Football in Week 17 #SNF http://t.co/VcUuLMRs",10
"373","Woke up to see the #Redskins - #Cowboys game is now 8:20. Hope I wake up tomorrow to bigger surprises.",6
"374","@squiffy1979 I don't want to read about the bloody Redskins!! 😴 Haha",6
"375","Redskins/ Cowboys Sunday night winner takes all can't wait!!!!",10
"376","I'm tryna watch the Cowboys vs Redskins games with some of my followers if these tickets fall through. Liquor is a must.",6
"377","Redskins&#39; RG3 fined $10K for wearing Adidas: http://t.co/R81iHnal #sporting goods",6
"378","RT: Why RG3 doesn't have to be hero of week 17 for #Redskins to win NFC East. http://t.co/RNt7Z7Ra",6
"379","Redskins - Cowboys flexed to 8:20pm Sunday night, this trip can't get any better <3 #BeatDallas #HTTR",10
"380","Nice @redskins win!",6
"381","Charlie got his colors proud on 14th street...Congrats to the Washington Redskins on 6 straight wins... #TeamDMVClappas http://t.co/7r0e6Pgl",6
"382","“@locrasta: NFL Network said last night that they don't see how the cowboys could win on Sunday night. I don't get it” they are beat up bad.",10
"383","NYG “@SNKLOUNGE518: NFL - Winner of Cowboys (8-7) at Redskins (9-6) on Sunday, December 30 will be NFC East champion  http://t.co/FBuvvxvm”",6
"384","Video: GameDay: Washington Redskins vs. Philadelphia ... http://t.co/HpkoEsc8 #NFL #PhiladelphiaEagles",6
"385","RT @americascheerl: Washington Redskins Cheerleaders - (Pt. 1) Beauties on the Beach 2009 http://t.co/36XinBRd",6
"386","merry Christmas
  Happy Holidays
  NFL playoff picture
  Dallas Cowboys
  Russell Wilson
  Sound of Music
  Brun...  http://t.co/Ag8B20Sw",4
"387","merry Christmas
  Happy Holidays
  NFL playoff picture
  Dallas Cowboys
  Russell Wilson
  S...  http://t.co/upE1x2FT",4
"388","RT @_JuicyDra: Redskins officially leading the division now @Fattboy_Sims n @Tevin_Dsmoove",6
"389","Hoping @Redskins or @RGIII or @chris_worthy could answer my earlier question about tie rules.",6
"390","Gotta love http://t.co/RnSrCM3f.  While technically true, ""Cowboys Still In Control"" is probably not the most accurate NFCE headline.",6
"391","RT @CoMulder_30: Your damn right I'm rocking the redskins gear today! #HTTR",7
"392","My cousin @DunBoogie even got his #TeamRedskins on, too...HAIL TO THE REDSKINS!!!...We're going far... #TeamDMVClappas http://t.co/fwAjtuYE",6
"393","Hail Yeah!!!! to them Redskins .bleeding Burgundy & Gold for 51 years ....Merry Christmas ..& Happy Holidays",6
"394","Taylor: Cowboys offense fails to seize victory http://t.co/t6pTJZeb",6
"395","Gotta switch to a real team like my #Redskins RT @cblockd: My #NYG frustrates the hell outta me..it's just ridiculous",5
"396","Washington Redskins One Win from NFC East Title—Bring on the Cowboys - Bleacher Report http://t.co/852IDGYa #NFL #WashingtonRedskins",6
"397","@RG3 Merry Griffmas!!!!! #Redskins",6
"398","@scotteRotoEx @AdamRonis @DrRoto congrats to ronis...was pulling for dr roto. Maybe next year doc. @adamronis lets beat the redskins now!",1
"399","REDSKINS WON
COWBOYS LOST",6
"400","Redskins/Cowboys and Packers/Vikings will be big games with huge playoff ramifications next week.",1
"401","@DezBryant hell na won't! We gonna beat them redskins! #cowboysnation",1
"402","#8: Dallas Cowboys Pangea BBQ Meat Brander - NFL Team Logo http://t.co/sX2RuntO",6
"403","RT @DMVFollowers: #Redskins win! #HTTR!!!",7
"404","its win or go home 
we got this @dallascowboys all day 
lets go cowboys #cowboysnation",1
"405","Film shows the #Redskins defense still having errors in coverage. Difference is Foles & Weeden didn't see it to take advantage.",6
"406","@NewSchoolSS @rjchoppy y'all are off?????? On a day where Shan is dying to discuss the Cowboys-Redskins?????? #thatsucks",6
"407","“@UniWatch: New post: Monday Morning Uni Watch http://t.co/WWOn45jL #uniwatch” why didn't @Redskins wear #NEWTOWN stickers? Snyder=gun nut?",6
"408","@Snide_Remarks Rick believe #Redskins only beat Dallas once en route to a Super Bowl victory in 1982 season. '83 SF, '87 Min, '91 Det.",6
"409","RT @awfulannouncing: The Sunday Night flex game for next week will be Cowboys/Redskins. Absolutely zero surprise there.",10
"410","RT @Snide_Remarks: RT: Why RG3 doesn't have to be hero of week 17 for #Redskins to win NFC East. http://t.co/RNt7Z7Ra",6
